wall_sec,uptime,steps,sps,epoch,ret,len,depth,vmoves,imoves,ntiles,gpu,vram,entropy
30,0d0h0m19sMisc2ms0%kl0.022│,524.3K,25.4K,16,5.100,1005.000,0.000,82.000,0.000,51.000,1,1.2,1.659
